jawa,indo
Mangkane kudu sabar nag wes kadung ngadepi masalah iki,Maka dari itu harus sabar jika sudah menghadapi masalah ini
Nah salah sijine ben iso ngatasi ngeneki yoiku kudu mastekno sinyale maeng apik opo ora terus ukurane gambare iku maeng wes podo ambek sing dijaluk opo ora soale nag seje ambek kegedenmesti angel oleh masang,"Nah salah satunya agar bisa mengatasi hal ini adalah harus memastikan sinyalnya bagus atau tidak, lalu ukurannya sudah sesuai dengan yang diminta atau belum karena jika berbeda atau terlalu besar pasti susah dipasang"
Terus sak liyane iku yo kudu pas ukuran pixel ambek gedele file iku maeng ben ora ngalami perkoro iku maeng,Lalu yang lainnya adalah harus pas ukuran pixel dengan besarnya file tersebut agar tidak mengalami masalah itu
Akeh sing ngalami kerampokan utawa begal ning dalan amarga kurange waspada lan kurang apal rute,Banyak yang mengalami perampokan atau begal di jalan karena kurang waspada dan kurang mengenal rute
Kanggo wong sing warga lokal mestine wis nguwasai wilayah lan kenal lingkungan,"Bagi orang yang warga lokal, seharusnya sudah menguasai wilayah dan mengenal lingkungan"
Nanging kanggo wong sing anyar ning wilayah mesti wis diincer amarga durung kenal sapa-sapa lan wilayah,"Namun bagi orang yang baru di wilayah tersebut, pasti sudah diincar karena belum mengenal siapa-siapa dan wilayah"
Babagan iki marai akeh korban kerampokan utawa begal iki ora bisa njaluk tulung apa maneh wayah bengi,Hal ini menyebabkan banyak korban perampokan atau begal yang tidak bisa meminta tolong apalagi pada malam hari
Kamangka kanggo ngindari kriminal iki sing paling penting yaiku urip sosial sing apik marang tanggane lan uga nduwe nomor darurat kaya RT RW utawa petugas keamanan,"Padahal untuk menghindari kejahatan ini, yang paling penting adalah hidup sosial yang baik dengan tetangga dan juga memiliki nomor darurat seperti RT RW atau petugas keamanan"
Amarga kuwi ayo luwih waspada marang dalan rute lan lingkungan panggon sekolah kerja lan uga omahe awak dhewe,"Karena itu, mari lebih waspada terhadap rute jalan dan lingkungan tempat sekolah, kerja, dan juga rumah kita sendiri"
TV LED wis dadi pilihan wajib kanggo wong jaman saiki apa maneh sing omahe ora sepira gedhe amarga TV LED iki irit panggon,"TV LED sudah menjadi pilihan wajib untuk orang zaman sekarang, apalagi bagi yang rumahnya tidak terlalu besar karena TV LED ini hemat tempat"
Salah siji merk LED TV sing paling apik yaiku saka LG,Salah satu merek LED TV yang terbaik adalah dari LG
TV LED sing diproduksi karo LG iki nyediakake akeh fungsi sing marai nonton uga tambah kepenak yaiku HDR lan nanocell sing marai gambar kethok san saya jelas,TV LED yang diproduksi oleh LG ini menyediakan banyak fungsi yang membuat menonton semakin nyaman yaitu HDR dan nanocell yang membuat gambar terlihat lebih jelas
Banjur uga ana teknologi ecosensor sing bisa ngatur terang lan petenge layar ben luwih hemat energi,Kemudian juga ada teknologi ecosensor yang bisa mengatur kecerahan dan kegelapan layar agar lebih hemat energi
Kaya TV liyane TV LED saka LG iki wis nyediakake fasilitas swara sing mumpuni saka Dolby Atmos,"Seperti TV lainnya, TV LED dari LG ini sudah menyediakan fasilitas suara yang mumpuni dari Dolby Atmos"
TV iki uga nyediakake ukuran sing manika warna miturut kebutuhan masyarakat,TV ini juga menyediakan ukuran yang bervariasi sesuai dengan kebutuhan masyarakat
Aku duwe adi sing umure ora adoh seko aku,Saya punya adik yang usianya tidak jauh dari saya
Pas dheweke ulang taun aku arang ngewehi kado opo meneh gawe acara ulang taun kejutan kanggo dheweke,"Saat dia ulang tahun, saya jarang memberi hadiah apalagi membuat acara ulang tahun kejutan untuk dia"
Pas dino ulang taune dheweke tau muring-muring neng aku,"Saat hari ulang tahunnya, dia pernah merajuk kepada saya"
Dheweke kui pengen ulang taune kui dirayake,Dia ingin ulang tahunnya dirayakan
Dheweke pengen ngerasa kaget lan nangis mergo terharu delok hadiah utowo acara sing diadake kanggo dheweke,Dia ingin merasa terkejut dan menangis karena terharu melihat hadiah atau acara yang diadakan untuk dia
Dheweke pengen acara ulang taune kui diadake neng omah,Dia ingin acara ulang tahunnya diadakan di rumah
Omahe kui dihias anggo balon-balon werno iteng karo abang enom,Rumahnya dihias dengan balon-balon warna hitam dan merah muda
Wong sing diundang neng acara-acarane konco-konco cerake dheweke kabeh,Orang yang diundang di acara tersebut adalah teman-teman sekelasnya
Mengko pas dheweke teko dheweke disambut karo konveti,"Nanti saat dia datang, dia disambut dengan konfeti"
Dheweke uga pengen kue ulang taun sing ono telung tingkat lan rasane stroberi,Dia juga ingin kue ulang tahun yang ada tiga tingkat dan rasanya stroberi
Trus neng akhire adiku ngomong yen aku ora iso gawe acara sing koyo ngono paling ora dheweke ditokoke tiket konsere Black Pink,"Lalu di akhir, adikku bilang kalau saya tidak bisa membuat acara seperti itu, paling tidak dia diberi tiket konser Black Pink"
Wayah pesta demokrasi iki dadi acara sing penting kanggo masyarakat bisa milih calon pemimpin lan uga perwakilan rakyat,Saat pesta demokrasi ini menjadi acara yang penting bagi masyarakat untuk memilih calon pemimpin dan juga perwakilan rakyat
Banjur masyarakat iki nduweni syarat utama kanggo pemilih yaiku masyarakat kudu terdaftar ning KPU dadi peserta sing bakal milih,Kemudian masyarakat ini memiliki syarat utama untuk pemilih yaitu masyarakat harus terdaftar di KPU sebagai peserta yang akan memilih
Pendaftaran iki dimulai saka RT lan ga panitia pemungutan suara sing ana ning kampung,Pendaftaran ini dimulai dari RT dan panitia pemungutan suara yang ada di kampung
Kanggo wong sing wis duwe KTP taun iki wis otomatis kedaftar lan ora mbutuhake syarat liyane,"Untuk orang yang sudah memiliki KTP, tahun ini sudah otomatis terdaftar dan tidak memerlukan syarat lain"
Asas pemilihan iki disingkat LUBERJURDIL utawa langsung umum bebas rahasia jujur lan adil,"Asas pemilihan ini disingkat LUBERJURDIL yaitu langsung, umum, bebas, rahasia, jujur, dan adil"
Asas iki ana amarga ben suara kuwi sah lan ora ana tindakan kriminal sing micu gagale pesta demokrasi sing ana,Asas ini ada agar suara itu sah dan tidak ada tindakan kriminal yang bisa menyebabkan kegagalan pesta demokrasi
Jaman saiki ancene akehe megilan wong-wong sing wes seneng ambek ngeman budaya sing ono nang negoro iki,Zaman sekarang memang banyak orang yang sudah senang dengan budaya yang ada di negara ini
teko alasan iku maeng mangkane organisasi sing ancene disikno utowo ngutamakno budaya sing ono nang negoro iki maleh gedene megilan ambek mulai ono sak pirang-pirang,"Karena alasan itu, maka organisasi yang awalnya dibentuk atau mengutamakan budaya yang ada di negara ini malah semakin besar dengan mulai ada beberapa"
Nah ngunuku maeng kan diawiti ambek bocah-bocah mahasiswa utowo wong sing ancene senenge megilan karo sing jenenge budaya mangkane organisai iki mulai ono,"Nah, hal ini memang dimulai dengan anak-anak mahasiswa atau orang yang awalnya menyukai kebudayaan sehingga organisasi ini mulai ada"
Yo ancene apik ae se nag ono organisasi sing ancene seneng ambek budaya karo peduli lingkungan sing ono nang negoro iki,"Ya, memang baik saja kalau ada organisasi yang menyukai budaya dan peduli lingkungan yang ada di negara ini"
Masalahe yoiku kadang pemerintah iku ora dukung mergane efeke kanggo negoro iki ora ketok,Masalahnya adalah kadang pemerintah tidak mendukung karena efeknya untuk negara ini tidak terlihat
Nah sak liyane ambu sing ora karuan maeng yo ono maneh yoiku laler sing bakal teko nang panganan sing bosok iku maeng terus akhire ngerebong panganan liyane sing ora bosok akhire dadekno penyakit nang endi-endi,"Nah, yang lain yang tidak berhubungan juga ada yaitu lalat yang akan datang ke makanan yang busuk, lalu akhirnya merusak makanan lain yang tidak busuk dan menyebabkan penyakit di mana-mana"
Maneka warna wit buah tropis ingkang multifungsi kados klapa gedhang lan jambu kluthuk,"Berbagai jenis pohon buah tropis yang multifungsi seperti kelapa, pisang, dan jambu kluthuk"
Wonten satunggal malih wit buah ingkang kalebet multifungsi inggih menika kates,Ada satu lagi pohon buah yang termasuk multifungsi yaitu melon
Wonten wilayah Jawa ingkang ngangge basa Jawa Ngapak sebatan kangge woh kates inggih punika gandhul,Di wilayah Jawa yang menggunakan bahasa Jawa Ngapak disebutkan untuk buah melon ini adalah gandhul
Witipun kates kalebet multifungsi amargi meh sedaya bagianipun wit saged dipunmanfaataken,Pohon melon termasuk multifungsi karena hampir semua bagian pohonnya bisa dimanfaatkan
Godhong kaliyan kembang kates saged dimasak dados janganan,Daun dan bunga melon bisa dimasak menjadi sayuran
Raosipun pait nanging eca menawi didahar sareng sekul,"Rasanya pahit, namun enak jika dimakan dengan nasi"
Batangipun saged dados lalapan,Batangnya bisa dijadikan lalapan
Wohipun kates werninipun oranye,Buah melon warnanya oranye
Woh kates paling asring didahar langsung utawi didamel jus,Buah melon paling sering dimakan langsung atau dibuat jus
Beta karoten wonten woh kates sae kangge kesehatanipun soca,Beta karoten dalam buah melon baik untuk kesehatan mata
Pabrik pabrik produk perawatan kulit damel masker ingkang dicaosi ekstrak kates,Pabrik-pabrik produk perawatan kulit membuat masker yang diberi ekstrak melon
Vitamin C wonten kates ugi sae kangge damel rupa langkung cerah lan alus,Vitamin C dalam melon juga baik untuk membuat kulit lebih cerah dan halus
Dino sebtu wengi sak dino kui aku selo,Hari Sabtu malam seharian saya merasa sepi
Biasane neng dino Sebtu kui aku ono latian joged karo konco-konco neng sanggar nek ora dadi panitia acara neng kampus,"Biasanya di hari Sabtu saya ada latihan tari dengan teman-teman di sanggar, kalau tidak jadi panitia acara di kampus"
Senadyan wis suwe ora tuku buku anyar aku duwe rencena seko suwe kanggo mlaku-mlaku neng toko buku,"Meskipun sudah lama tidak membeli buku baru, saya memiliki rencana dari dulu untuk jalan-jalan ke toko buku"
Pas kui aku lagi kepingin neng Gramedia sing ono neng dalan Jenderal Sudirman,Saat itu saya ingin sekali ke Gramedia yang ada di jalan Jenderal Sudirman
Toko buku kui toko buku sing paling gedhe nek Yogyakarta,Toko buku itu adalah toko buku terbesar di Yogyakarta
Koleksi buku neng kono akeh lan werno-werno,Koleksi buku di sana banyak dan beragam
Neng kono bukune ditoto rapi dadi sesuai kategori dadi gampang nek arep tuku buku sing spesifik,"Di sana bukunya ditata rapi sesuai kategori, jadi mudah jika ingin membeli buku yang spesifik"
Yen neng Gramedia aku iso betah banget,Kalau di Gramedia saya bisa betah banget
Aku iso mubeng-mubeng delok buka tekan 2 jam,Saya bisa berkeliling melihat buku sampai 2 jam
Pas aku dolan nang kota Pahlawan aku gelek liwat sing jenenge kota tuo sing ono nang Suroboyo rodok elor,"Saat saya jalan-jalan ke kota Pahlawan, saya sempat lewat kota tua yang ada di Surabaya agak terlupakan"
Nah nang kono bangunane iku akeh-akehe bangunane bentuke bangunan tuwek tapi nang kono bentuke iku apike pol sampek kadang aku iku kepikiran gawe omah ambek gayai sing koyok ngunuku,"Nah, di sana banyak bangunannya yang berbentuk bangunan tua, tapi di sana bentuknya sangat bagus sampai-sampai saya terinspirasi membuat rumah dengan gaya seperti itu"
Terus saiki barang yo maleh apike pol soale nang konoh iku wes didadekno kota cagar budaya nang daerah kono,Terus sekarang barang-barangnya juga semakin bagus karena di sana sudah dijadikan kota cagar budaya di daerah tersebut
Mari ngunu yo akeh bocah-bocah sing dolan mrono mergane apike pol,Setelah itu juga banyak anak-anak yang bermain di sana karena memang bagus sekali
Ambek nuansane barang iku koyok nag luar negeri,Dengan nuansa barang itu seperti di luar negeri
Mangkane akeh bocah-bocah sing dolan mrono terus foto-foto,Maka banyak anak-anak yang pergi ke sana lalu foto-foto
Nah koncoku iku tau foto nang daerah kono sampek tak kiro bocahe iku dolan mrono,Nah temanku itu pernah foto di daerah sana sampai aku kira anaknya itu pergi ke sana
Sebagai wong muslim kui menuntu ilmu kui wis dadi kewajiban,Sebagai orang muslim itu menuntut ilmu sudah menjadi kewajiban
Seko enom tekan tuwo awak dhewe kudu tetep sinau,Dari muda hingga tua kita harus tetap belajar
Nanging neng jaman sosial media iki akeh wong-wong sing sinau agama liwat unggah-unggah utowo video sing ono neng internet,Namun di zaman media sosial ini banyak orang-orang yang belajar agama lewat unggahan atau video yang ada di internet
Bukane kui ora entuk kemudahan kui gawe wong-wong ora duwe alesan kanggo nuntut elmu,"Bukannya tidak mendapatkan kemudahan, itu membuat orang-orang tidak punya alasan untuk menuntut ilmu"
Nanging tetep luwih apik yen awak dhewe iso melu teko neng kajian langsung,Namun tetap lebih baik jika kita bisa ikut datang ke kajian langsung
Hal sing ora entok pas awak dhewe sinau neng internet kui awak dhewe ora entuk berkahe,Hal yang tidak dapat ketika kita belajar di internet adalah kita tidak mendapatkan berkah
Majelis pengajian kui uga ditekoni malaikat,Majelis pengajian itu juga dikunjungi malaikat
Malaikat kui bakal dongake sing apik-apik marang wong-wong sing teko,Malaikat itu akan mendoakan yang baik-baik untuk orang-orang yang datang
Awak dhewe uga ora entuk berkah seko guru utowo ustadz sing ngajar,Kita juga tidak mendapatkan berkah dari guru atau ustadz yang mengajar
Nag biasane akeh dolan nang daerah utowo kota endi ngunu mesti goleh sing jenenge oleh-oleh khas daerah kunu,Nah biasanya banyak yang pergi ke daerah atau kota mana pun pasti mencari yang namanya oleh-oleh khas daerah itu
Lah sing jenenge oleh-oleh khas daerah kunu yaiki panganan utowo jajan sing didadekno koyok model cinderamata sing iso nandakno wilayah iku mboh iku teko rasane bentuke utowo warnai,"Nah yang namanya oleh-oleh khas daerah itu adalah makanan atau jajanan yang dibuat seperti model cinderamata yang bisa mencirikan wilayah itu entah itu dari rasa, bentuk, atau warnanya"
Akiire oleh-oleh khas iku duwe ciri-ciri khas sing bedo-bedo soale nyocokno bahan sing ono nag daerah kono,Akhirnya oleh-oleh khas itu memiliki ciri-ciri khas yang berbeda-beda karena disesuaikan dengan bahan yang ada di daerah tersebut
Biyen pas aku isek SMP aku ambek konco-koncoku nang sekolahan ngadakno ziarah bareng nang tokoh-tokoh agama sing ono nag jawa timur,Dulu ketika aku masih SMP aku dengan teman-temanku di sekolah mengadakan ziarah bersama ke tokoh-tokoh agama yang ada di Jawa Timur
Salah sijine yoiku nang Sunan Giri,Salah satunya adalah ke Sunan Giri
Sunan iki termasuk salah sijini tokoh agama sing paling disegani nag jawa timur soale termasuk salah sijine wali songo sing nyebarno islam nang jawa timur,Sunan ini termasuk salah satu tokoh agama yang paling dihormati di Jawa Timur karena termasuk salah satu wali songo yang menyebarkan Islam di Jawa Timur
Pas tutuk panggonane maeng tibak e akeh tingkat sing mlaku menduwur terus luamayan adoh,Saat menuju tempatnya memang banyak tangga yang harus didaki lalu cukup jauh
Aku ambek koncoku banter-banteran ambek disik-disikan sopo sing bakal tutuk nggone makame sunan iku disekan,Aku dengan temanku berlomba-lomba dan disuruh siapa yang akan menuju ke makam Sunan itu duluan
Pas sampek kono tibak e akeh wong sing ngaji ambek suarane sahut-sahutan,Sesampainya di sana ternyata banyak orang yang mengaji dengan suara yang bersahut-sahutan
Maringono sak durunge mlebu makame yo akeh wong dodolan koyok nang pasar ngunu,Bahkan sebelum masuk ke makam banyak orang yang berjualan seperti di pasar
Pas isih SMA aku lan kancaku melu kegiyatan penghijauan sekolah,Saat masih SMA aku dan temanku ikut kegiatan penghijauan sekolah
Aku lan kancaku dadi perwakilan kabupaten kanggo dadi koordinator ning sekolah,Aku dan temanku menjadi perwakilan kabupaten untuk menjadi koordinator di sekolah
Tugase yaiku nggawe surat kerjasama karo OSIS kanggo nggawe ijin kegiyatan lan uga ngurus distribusi bibit sing ana ning sekolah,Tugasnya adalah membuat surat kerjasama dengan OSIS untuk mendapatkan izin kegiatan dan juga mengurus distribusi bibit yang ada di sekolah
Bibit saka pemerintah kabupaten yaiku bibit tanduran mangga jambu beringin lan uga sawo kecik,"Bibit dari pemerintah kabupaten adalah bibit tanaman mangga, jambu, beringin, dan juga sawo kecik"
wit iki ditandur ning lapangan mburi sekolah kanthi kabeh kelas ana bagiane dhewe,Pohon ini ditanam di lapangan belakang sekolah dengan masing-masing kelas memiliki bagiannya sendiri
Sak kelas diwenehi jatah 5 bibit kanggo nandur lan uga kudu diwenehi jeneng kanggo pengawasan saban dina,Setiap kelas diberikan jatah 5 bibit untuk ditanam dan juga harus diberi nama untuk pengawasan setiap hari
Dadi mengko gantian para siswa nyiram miturut jadwale dhewe lan miturut kelompok lan wit sing dibagi,Jadi nanti bergantian para siswa menyiram sesuai jadwal mereka sendiri dan sesuai kelompok serta pohon yang dibagi
Bukune tak tompo kanthi aman lan ora ono cacate blas,Bukunya aku terima dengan aman dan tidak ada cacat sama sekali
Bungkuse isih rapet lan ora ono celahe,Bungkusnya masih rapat dan tidak ada celahnya
Senadyan saiki lagi kerep-kerep udan ora ono banyu sing nelesi bukune,"Meskipun sekarang sering hujan, tidak ada air yang meresap ke dalam bukunya"
Bungkus plastik bukune wae garing dadi ora ono banyu sing ngerembes liwat bungkus jobone,"Bungkus plastik bukunya saja kering, jadi tidak ada air yang merembes lewat bungkusnya"
Kondisi bukune uga isih aman,Kondisi bukunya juga masih aman
Pojokpojokann bukune ora sono sing bentot lan keteku,Sudut-sudut bukunya tidak ada yang penyok dan tertekan
Kondisi bukune uga sesuai karo sing ono neng deskripsi,Kondisi bukunya juga sesuai dengan yang ada di deskripsi
Sampul bukune kandel lan ngaggo kertas sing kandel werno putih,Sampul bukunya tebal dan menggunakan kertas tebal berwarna putih
Sing dodol uga ora ngapusi bukune iki buku asli dudu buku sing difotokopi,"Penjualnya juga tidak menipu, bukunya ini asli bukan buku fotokopi"
Sesok meneh tuku neng kene,Besok beli lagi di sini
Ora nyesel aku tuku neng kene,Tidak menyesal saya beli di sini
Hadiah iku biasane ditujukno gawe koncone awak dewe ben onok momen spesial tertentu contohe koyok nek pas ulang tahun,"Hadiah itu biasanya ditujukan untuk teman kita supaya ada momen spesial tertentu, contohnya seperti saat ulang tahun"
Awak dewe pasti pingin banget ngekeki hadiah sing berharga gawe koncone awak dewe,Kita pasti ingin memberikan hadiah yang berharga untuk teman kita
Onok tips gawe milih kado sing tepak,Ada tips untuk memilih hadiah yang tepat
Siji pilih kado sing dadi wishlist e,Satu pilih hadiah yang menjadi wishlist-nya
Kadang ngono onok arek sing ngomong lagi pingin iki lagi pingin iku,"Kadang ada anak yang bilang lagi ingin ini, lagi ingin itu"
Nah nek onok koncomu sing ngomong koyok ngono cateten jeneng barang iku gawe engkok mbok kekno pas ulang tahun,"Nah kalau ada temanmu yang bilang seperti itu, catat nama barangnya untuk nanti diberi pas ulang tahun"
Loro kekno kado sing pasti bakal dinggo dan gak bakal mubazir,Kedua beri hadiah yang pasti akan digunakan dan tidak sia-sia
Contohe koyok mie instan pasti iku bakal dipangan karo koncomu,"Contohnya seperti mie instan, pasti itu akan dimakan oleh temanmu"
Terakhir sing paling penting sesuaino karo budgetmu,Terakhir yang paling penting sesuaikan dengan budgetmu
Ojok sampe mergo awakmu ngekeki kado gawe koncomu awakmu sampe gak isok mangan,"Jangan sampai karena memberi hadiah untuk temanmu, kamu sampai tidak bisa makan"
Neng bidang matematika penemuan ongko nol kui dadi wong sing paling penting,"Dalam bidang matematika, penemuan angka nol itu menjadi sangat penting"
Soale yen ora ono ongko nol kui awak dhewe bakal keangelan nulis bilangan sing akeh,"Karena jika tidak ada angka nol, kita akan kesulitan menulis angka yang banyak"
Nganggo ongko nol kui awak dhewe iso ngewatesi endi angka negatif lan angka sing positif,"Dengan menggunakan angka nol, kita bisa membedakan angka negatif dan angka positif"
Ongko nol kui uga iso nentoke bilangan kui puluhan utowo atusan utowo ewunan lan sak teruse,"Angka nol juga bisa menentukan angka tersebut puluhan, ratusan, atau ribuan, dan seterusnya"
Disik sakdurunge ono ongko iki wong kudu nulis kui siji-siji sesuai karo jumlahe,"Dulu sebelum ada angka nol, orang harus menulisnya satu per satu sesuai dengan jumlahnya"
Misale dheweke kui pengen nulis angka 100 dheweke kudu nulis bilangan tekan jumlahe satus,"Misalnya dia ingin menulis angka 100, dia harus menulis bilangan sampai jumlahnya seratus"
Pas wis diciptake angka nol iki wong iso nulis bilangan nganggo simbol utowo tulisan sing luwih ringkes,"Setelah angka nol ditemukan, orang bisa menulis angka dengan simbol atau tulisan yang lebih ringkas"
Babagan sing penting lan kudu digatekake yen ana ning panggonan umum kuwi yaiku anane denah gedung lan uga dalan ning njerone kanggo kebutuhan sing mendesak kaya keamanan pas ana bencana lan uga ana kebakaran,Hal yang penting dan harus diperhatikan di tempat umum adalah adanya denah gedung dan juga jalur di dalamnya untuk kebutuhan yang mendesak seperti keamanan saat terjadi bencana dan juga kebakaran
Sing ora kalah penting yaiku anane denah kanggo nduduhake ngendi panggonane jedhing amarga jedhing iki uga sak liyane dadi panggonan sing privat jedhing iki kebutuhan pokok kanggo publik,"Yang tidak kalah penting adalah adanya denah untuk menunjukkan di mana letak toilet karena toilet ini juga salah satu tempat yang privat, toilet ini kebutuhan pokok untuk publik"
Kamangka pas ana pameran utawa acara reramean kudu nyediakake jedhing umum portabel,"Sementara itu, saat ada pameran atau acara keramaian, harus menyediakan toilet umum portabel"
Banjur panitia utawa manajemen gedung iki kudu nduduhake peta gedung ben pengunjung iki ora salah mlebu ruangan lan pengunjung bisa luwih gampang ngolek panggon buang air,Kemudian panitia atau manajemen gedung ini harus menunjukkan peta gedung agar pengunjung tidak salah masuk ruangan dan pengunjung bisa lebih mudah mencari tempat untuk buang air
Ono rong jenis barang sing iso awak dhewe dol seko omah,Ada dua jenis barang yang bisa kamu jual dari rumah
Sing kesiji ono barang sing iso awak dhewe gawe dhewe,Yang pertama ada barang yang bisa kamu buat sendiri
Barang dagangan iki biasane pangan utowo ombenan,Barang dagangan ini biasanya makanan atau minuman
Wong iso ngedol opo sing iso dheweke masak,Orang bisa menjual apa yang bisa mereka masak
Ora kudu gawe panggon ramesan,Tidak perlu membuat tempat makan
Awak dhewe iso ngedol sitik jenis panganan nanging panganan kui sing awak dhewe yakin enak banget,Kamu bisa menjual sedikit jenis makanan tetapi makanan itu yang kamu yakin sangat enak
Misale wonge kui jago banget gawe spagetti panggang,Misalnya orang itu sangat jago membuat spaghetti panggang
Dheweke iso dodolan kui,Dia bisa menjual itu
Dheweke iso nyebar poster daganan neng story Whatsapp utowo media sosial liyane,Dia bisa menyebarkan poster dagangan di story WhatsApp atau media sosial lainnya
Dadi konco-koncone utowo tonggo-tonggone iso tuku dodolane,Jadi teman-temannya atau tetangganya bisa membeli dagangannya
Kanggo ngedol ombenan awak dhewe ora kudu gawe seko nol,Untuk menjual minuman kamu tidak perlu membuat dari nol
Awak dhewe iso tuku ombenan sing instan dadani awak dhewe mung gari ngekei banyu,Kamu bisa membeli minuman yang instan dan kamu hanya perlu menambah air
Aku tau dijak koncoku dolan nang Malioboro Jogja nah pas iku aku ambek koncoku lunggo nang kursi sing ono nang ngarepe museum,"Saya pernah diajak teman saya jalan-jalan ke Malioboro Jogja, nah saat itu saya dengan teman saya pergi ke kursi yang ada di depan museum"
Nah pas enak-enake mangan jajan moro-moro ono wong sing jawel ambek nyelok koncoku hei piye kabare ngilang ae,"Nah saat enaknya makan jajan tiba-tiba ada orang yang memanggil teman saya, hei bagaimana kabarnya kok hilang saja"
Terus koncoku masih nang guri ambek ngomon awakmu iku sopo,"Lalu teman saya masih di sana dan berkata, siapa kamu"
aku ora ngerti awakmu iku sopo,Saya tidak tahu siapa kamu
Terus wong sing nyeluk maeng moro guyaguyu ambek misep raine terus ngomong sepurane mas salah uwong,Lalu orang yang memanggil malah tertawa dan memicingkan matanya lalu berkata maaf mas salah orang
Nah koncoku maeng ngomong nang aku nag deke iku gelek dikonokno wong ngunuku maeng,"Nah teman saya malah berkata kepada saya, itu bukan saya, itu mungkin orang lain yang dipanggil"
Yo deke barang yo ora ngerti mesti nag dolan nang kono mesti akeh wong sing nyelok deke ora jelas ngunuku,"Iya mungkin barang itu tidak jelas, mungkin orang yang dipanggil di sana banyak dan tidak jelas"
Seneng lulus ujian yaiku roso sing senenge megilan nag siji waktu sing disebabno teko hasile ujian,Senang lulus ujian adalah perasaan yang menyenangkan yang datang pada suatu waktu yang disebabkan oleh hasil ujian
Lah hasil lulus iku maeng sing iso dadekno roso seneng utowo bahagia sing moro-moro teko nag ati sampek mujudno roso seneng,Hasil lulus itu yang bisa membuat perasaan senang atau bahagia yang datang tiba-tiba dan membuat perasaan senang
Akhire teko roso seneng sing disebabno perkoro ujian maeng dadekno wong sing duwe ati maeng iso keroso,Akhirnya datanglah perasaan senang yang disebabkan oleh masalah ujian yang membuat orang yang memilikinya bisa merasakannya
Lah teko roso seneng teko perkoro maeng akhire nag pas ujian wong-wong utowo bocah bocah podo ngenteni roso seneng teko ujian,Maka datanglah perasaan senang akibat masalah yang akhirnya saat ujian orang-orang atau anak-anak menunggu perasaan senang datang di ujian
Tapi kadang sing teko yo ora roso seneng tok roso sedeh barang yo teko,Tapi kadang yang datang itu tidak hanya perasaan senang tetapi juga perasaan sedih
Tapi saiki akeh-akehe ujian mesti mujudno roso seneng soale wes dimanipulasi kabeh hasil ujiane,Tapi sekarang kebanyakan ujian pasti menimbulkan perasaan senang karena semua hasil ujian sudah dimanipulasi
Untunge nang negoro iki sing jenenge bunuh diri iku ora klebu undang-undang sing wes dilegalno kanggo ngolehno perkoro iku maeng,Untungnya di negara ini tindakan bunuh diri tidak termasuk dalam undang-undang yang sudah dilegalkan untuk menyelesaikan masalah itu
Nah oleh yo mesti tambah akehe megilan wong sing bunuh diri wong saiki ora oleh ae wes sak pirang-pirang sing bunuh diri,"Nah, tentu saja akan semakin banyak orang yang bunuh diri, sekarang sudah banyak yang melakukannya"
Nah onone undan-undang utowo aturan sing ngolehno bunuh diri iku asline isek ono syarat sing kudu dicukupi ben oleh bunuh diri contohne wong sing wes ora kuat ngelakoni uripe mergo loro koyok nang Belgia,"Nah, ada undang-undang atau aturan yang membolehkan bunuh diri itu sebenarnya masih ada syarat yang harus dipenuhi agar boleh melakukan bunuh diri, contohnya orang yang sudah tidak kuat menjalani hidup karena sakit seperti di Belgia"
Nah mangkane nag ancene uripe abot iku akeh sing nyaranno kanggo jaluk tolong nang wong sing ancene kenek dipercoyo ben masalahe iku iso diadepi ora kok terus disedakno akhire dadekno perkoro sing elek,"Nah, karena hidup itu memang berat, banyak orang yang meminta pertolongan kepada orang yang benar-benar bisa dipercaya agar masalahnya bisa dihadapi dan tidak terus-menerus ditangguhkan yang akhirnya berakhir dengan hal buruk"
Film horor kui ora iso awak dhewe gawe awak dhewe kaget utowo ngeroso wedi yen ora ono musik sing dukung,Film horor itu tidak bisa membuat kita terkejut atau merasa takut jika tidak ada musik yang mendukung
Jajal iling-iling meneh adegan film horor sing menurutmu paling seram,Cobalah ingat-ingat lagi adegan film horor yang menurutmu paling seram
Terus Sampeyan delok meneh kui nanging ora nganggo swara,Lalu Anda tonton lagi itu tetapi tanpa suara
Mesthi adegan kui ora semedeni sing sak durunge,Pasti adegan itu tidak seseram yang sebelumnya
Setansetan utowo demit-demit sing ono neng layar perak kui mung karakter sing ora nyata,Hantu atau makhluk halus yang ada di layar lebar itu hanya karakter yang tidak nyata
Awak dhewe uga mesthi sadar yen demit neng kono diperan karo wong sing dandan,Kita juga pasti sadar bahwa hantu di sana diperankan oleh orang yang berdandan
Opo meneh dandanane lan latare ora digawe medeni film kui bakal adoh seko kata medeni,"Apalagi jika dandanan dan latarnya tidak dibuat menyeramkan, film itu akan jauh dari kata menyeramkan"
Yen ora musiki adegan film kui ora ngabangun keteganan jadine dadi ora medeni,"Jika tidak ada musik pada adegan film itu tidak akan membangun ketegangan, jadinya jadi tidak menakutkan"
Kekeringan iku keadaan kurange pasokan banyu nang siji daerah nang masa sing berkepanjangan,Kekeringan adalah keadaan kekurangan pasokan air di suatu daerah dalam periode yang berkepanjangan
Biasane kekeringan iku kedaden nek siji wilayah iku terus terusan ngalami curah udah ndek ngisor roto-roto,Biasanya kekeringan terjadi jika suatu wilayah terus menerus mengalami curah hujan yang sangat rendah
