,text,label
14275,Iki cara supaya tokoh adat bisa nrima perlakuan sing apik teka masarakat,Ini cara supaya tokoh adat bisa menerima perlakuan yang baik dari masyarakat
14276,Kaping siji tokoh adat bisa diundang lan dikenalna nalika ana adicara kabudayan,"Pertama, tokoh adat bisa diundang dan dikenal saat ada acara kebudayaan"
14277,Iki supaya kabeh wong sing ning daerah iku bisa kenal karo tokoh adate,Ini supaya semua orang di daerah tersebut bisa mengenal tokoh adatnya
14278,Kaping loro ngejak diskusi utawa rundingan karo tokoh adat saben kate njupuk keputusan babagan kabudayan,"Kedua, mengajak diskusi atau musyawarah dengan tokoh adat setiap kali mengambil keputusan tentang kebudayaan"
14279,Sing terakhir aja lali kanggo sowan ning omahe tokoh adat,"Yang terakhir, jangan lupa untuk mengunjungi rumah tokoh adat"
14280,Pas awak dhewe sinau pelajaran IPA pas cilik awak dhewe sinau babagan energi,"Saat kita belajar pelajaran IPA waktu kecil, kita belajar tentang energi"
14281,Neng pelajaran kui awak dhewe ngerti yen energi kui ora iso ilang lan ora iso energi nanging energi kui iso berubah bentuk,"Dalam pelajaran itu, kita tahu bahwa energi itu tidak bisa hilang dan tidak bisa tercipta, tetapi energi bisa berubah bentuk"
14282,Contoh paling cerak kui iso didelok seko awake dhewe,Contoh yang paling dekat bisa dilihat dari diri kita sendiri
14283,Pas awak dhewe mlayu misale,Saat kita berlari contohnya
14284,Awak dhewe bakal gawe energi sing ono neng jero awak sing awak dhewe entok seko panganan sing awak dhewe konsumsi dadi energi gerak utowo kinetik sing awak dhewe hasilke seko mlayu,Kita akan menghasilkan energi dari dalam tubuh kita yang kita dapatkan dari makanan yang kita konsumsi menjadi energi gerak atau kinetik yang kita hasilkan dari berlari
14285,Kegiatan mlayune kui dhewe ngasilke energi,Kegiatan berlari ini menghasilkan energi
14286,Yen ora percoyo awak dhewe jajal melayu terus nabrak tembok,"Jika tidak percaya, coba berlari terus menabrak tembok"
14287,Sitik okehe mesthi temboke geter,Sedikit banyak pasti temboknya bergetar
14288,Podo karo awak dhewe ngatemi sesuatu,Sama seperti kita menabrak sesuatu
14289,Yen awak dhewe mukule ora nganggo tenogo,Jika kita tidak memakai pelindung muka
14290,energi awak barange kui ora mungkin rusak utowo tibo,energi tubuh kita itu tidak mungkin rusak atau jatuh
14291,Salah siji kejadian menyedihkan sekaligus marai aku akeh bersyukur iku pas aku nggowo bapakku nang Rumah Sakit,Salah satu kejadian yang menyedihkan sekaligus membuat aku banyak bersyukur adalah ketika aku membawa bapakku ke Rumah Sakit
14292,Dadi bapakku iki nduwe riwayat penyakit jantung dan rawan kenek serangan jantung dadi ancen kudu sering diawasi,"Jadi, bapakku ini memiliki riwayat penyakit jantung dan rentan terkena serangan jantung, jadi memang harus sering diawasi"
14293,Suatu hari moro-moro irama jantunge bapakku kumat gak beraturan maneh dan iku marai bapakku mulai panik,"Suatu hari, tiba-tiba irama jantung bapakku kambuh tidak teratur lagi dan itu membuat bapakku mulai panik"
14294,Awale adikku wes nenangno,"Awalnya, adikku sudah menenangkan"
14295,Biasane berhasil tapi sing iki enggak,"Biasanya berhasil, tapi yang ini tidak"
14296,Moromoro bapakku meneng dan gak onok respon opo-opo,Tiba-tiba bapakku diam dan tidak ada respon apapun
14297,Adikku langsung panik dan nyeluk aku ambek mama,Adikku langsung panik dan memanggil aku dan mama
14298,Pas didelok kondisine bener-bener mengkhawatirkan,Setelah dilihat kondisinya benar-benar mengkhawatirkan
14299,Gak atek nyeluk ambulans aku langsung ngetokno mobil dan nggotong bapakku melbu mobil,"Tanpa ragu memanggil ambulans, aku langsung keluar mobil dan mengangkat bapakku masuk mobil"
14300,Mbari ngono aku langsung ngebut nggowo bapakku nang Rumah Sakit,"Sambil begitu, aku langsung melaju cepat membawa bapakku ke Rumah Sakit"
14301,Pas tutuk kono dan diperikso dadakno bapakku kenek serangan jantung ringan dan beruntung digowo tepat waktu,"Saat sampai di sana dan diperiksa, ternyata bapakku terkena serangan jantung ringan dan beruntung dibawa tepat waktu"
14302,Rasane aku sedih soale bapakku kenek serangan jantung tapi rodo lego soale aku gak telat,"Rasanya aku sedih karena bapakku terkena serangan jantung, tapi agak lega karena aku tidak terlambat"
14303,Dadi gawe awakmu kabeh selalu ada ndek sisine wong tuwo yo rek siapa tau terjadi hal-hal sing koyok ngono dan awakmu isok nulungi ben awakmu gak getun,"Jadi, buat kamu semua, selalu ada di sisi orang tua ya, siapa tahu terjadi hal-hal seperti itu dan kamu bisa menolong, agar kamu tidak menyesal"
14304,Daerah ing Gunung Merapi sayah suwi sayah apik lan berkembang,Daerah di Gunung Merapi semakin lama semakin bagus dan berkembang
14305,Akeh banget panggon rekreasi anyar sing dikembangna karo masarakat ing daerah iku,Banyak sekali tempat rekreasi baru yang dikembangkan oleh masyarakat di daerah itu
14306,Salah sijine yaiku Agrowisata Bhumi Merapi,Salah satunya adalah Agrowisata Bhumi Merapi
14307,Panggon iki dadi panggon sing rame ditekani wong-wong sak kaluwarga lan wis misuwur ana ing sosial media,Tempat ini menjadi tempat yang ramai dikunjungi banyak orang dari berbagai keluarga dan sudah terkenal di sosial media
14308,Ing panggon iki akeh kegiatan sing bisa dilakokake kayata foto-foto,"Di tempat ini banyak kegiatan yang bisa dilakukan, seperti foto-foto"
14309,Akeh banget spot foto sing ana ing kene,Banyak sekali spot foto yang ada di sini
14310,Temboke sing dicet warna-warna bangunane sing dibentuk kaya bangunan ing luar negri kaya Santorini Arab Street lan liyan-liyane,"Dinding yang dicat warna-warni, bangunannya dibentuk seperti bangunan di luar negeri, seperti Santorini, Arab Street, dan lainnya"
14311,Ing Agrowisata Bhumi Merapi uga bisa njajal kanggo numpak jaran lan ndelok kewan-kewan kayata manuk truwelu bebek ula lan kewan liyane,"Di Agrowisata Bhumi Merapi juga bisa mencoba untuk menunggang kuda dan melihat hewan-hewan seperti ayam, bebek, ular, dan hewan lainnya"
14312,Awak dewe pasti bakal tilik ben onok dulur utowo konco sing mbari lahiran,Kita pasti akan melihat apakah ada saudara atau teman yang baru melahirkan
14313,Dan pas ibukne nggendong bayine awak dewe pasti gemes dewe lan mentolo gendong bayine,"Dan saat ibunya menggendong bayinya, kita pasti gemas dan ingin ikut menggendong bayinya"
14314,Tapi iku gak oleh yo rek,Tapi itu tidak boleh ya
14315,Ojok sembarangan gendong bayi sing buru lahir,Jangan sembarangan menggendong bayi yang lahir prematur
14316,Kondisi bayi sing buru lahir iku sensitif banget,Kondisi bayi yang lahir prematur itu sangat sensitif
14317,Klambi sing sek rusuh isok marai kulit bayi abang-abang mergo iritasi,Pakaian yang terlalu kusut bisa menyebabkan kulit bayi merah karena iritasi
14318,Terus tangane awak dewe sing durung wisuh isok nularno penyakit nang bayine,"Selain itu, tangan kita yang belum dicuci bisa menularkan penyakit pada bayinya"
14319,Dadi gawe awakmu sing tilik bayi ojok atek macem-macem gawe gendong bayine,"Jadi, buat kamu yang melihat bayi, jangan sembarangan menggendong bayinya"
14320,Awak dewe ancen gak isok ngatur perasaan wong liyo cek gak kecewa ambek awak dewe tapi awak dewe isok ngatur tindakan sing gak marai wong liyo kecewa,"Kita memang tidak bisa mengatur perasaan orang lain supaya tidak kecewa dengan kita, tapi kita bisa mengatur tindakan agar tidak membuat orang lain kecewa"
14321,Salah sijine iku dengan gak gampang ngomong janji nang wong liyo,Salah satunya adalah dengan tidak mudah berjanji kepada orang lain
14322,Ben wong liyo krungu kata janji teko mulutmu kemungkinan besar wong iku wes menaruh kepercayaan tinggi nang awakmu,"Agar orang lain mendengar kata janji dari mulutmu, kemungkinan besar orang tersebut sudah menaruh kepercayaan tinggi pada dirimu"
14323,Dan pisan awakmu ingkar janji berarti awakmu wes ngerusak kepercayaane wong iku,"Dan jika kamu ingkar janji, berarti kamu sudah merusak kepercayaan orang tersebut"
14324,Dan teko kono awakmu isok ngecewakno wong sing bersangkutan padahal gak onok maksud gawe koyok ngono,"Dan dari situ, kamu bisa mengecewakan orang yang bersangkutan padahal tidak ada maksud untuk melakukan hal seperti itu"
14325,Body shaming iku istilah kekinian sing wes akeh dikenal wong akeh,Body shaming adalah istilah kekinian yang sudah banyak dikenal oleh banyak orang
14326,Body shaming iki bentuk tindakan ndek ndi wong bakal ngenyek bentuk utowo ukuran awak sing diduweni wong liyo,Body shaming ini adalah bentuk tindakan di mana seseorang akan mengejek bentuk atau ukuran tubuh orang lain
14327,Body shaming iki terjadi mergo wong-wong iku percaya karo standar kecantikan utowo ketampanan dan berkiblat nang kono,Body shaming ini terjadi karena orang-orang percaya pada standar kecantikan atau ketampanan dan berpatokan pada itu
14328,Pokoke nek onok uwong sing gak sesuai karo standar iku mau bakal beresiko kenek body shaming,"Pokoknya jika ada orang yang tidak sesuai dengan standar tersebut, maka akan berisiko terkena body shaming"
14329,Wujud body shaming iku macem-macem,Bentuk body shaming itu macam-macam
14330,Mulai teko sing blak-blakan ngritik langsung bentuk awake wong liyo sampe banding-bandingno,Mulai dari yang terang-terangan mengkritik langsung bentuk tubuh orang lain sampai membandingkan
14331,Objek sing dadi sasaran gawe kenek body shaming iku teko berat badan rambut nang awak model rambut werno kulit karo wajah,"Objek yang menjadi sasaran terkena body shaming itu mulai dari berat badan, rambut, bentuk tubuh, warna kulit, hingga wajah"
14332,Liberalisme iku ancene ono sing ngarani apik yo ono sing ngarani elek karek,"Liberalisme itu memang ada yang menyebut baik, ada juga yang menyebut buruk"
14333,Kabeh iku karek pemikirane wonge,Semua itu tergantung pemikiran masing-masing
14334,Nah nag jareku iku yo ora apik soale hak ambek kebebasane menungso iku maleh ilang mergane kabeh diperlokno kanggo pemimpin terus wong-wonge iku ora duwe pilihan blas,"Nah, menurut saya itu tidak baik karena hak dan kebebasan manusia malah hilang karena semuanya dibutuhkan untuk pemimpin, dan orang-orang itu tidak punya pilihan sama sekali"
14335,Nah teko alasan iku maeng sampek saiki akeh wong sing ora sepiro setuju ambek pemikiran sing koyok ngeneki polahe sing diuntungno iku wong sing darah biru tok ambek wong-wong sing ancene statuse duwur,"Nah, karena alasan itu, hingga saat ini banyak orang yang tidak sepenuhnya setuju dengan pemikiran yang seperti itu, pola yang menguntungkan orang-orang yang berdarah biru saja, dan orang-orang yang memang status sosialnya lebih tinggi"
14336,Nah teko kono maeng mangkane akeh wong sing isek nganut pemikiran koyok iku biasane yo rodok-rodok ketindes uripe soale status sosiale ancene seje adoh,"Nah, dari situ banyak orang yang masih menganut pemikiran seperti itu, biasanya mereka agak tertekan hidupnya karena status sosial mereka sangat jauh berbeda"
14337,Dino iki aku dijak dolen karo koncoku nang omahe,Hari ini aku diajak jalan-jalan sama temanku ke rumahnya
14338,Awale mau kate masak-masak nang kono,Awalnya mau masak-masak di sana
14339,Wes tuku bahan-bahane sisan,Sudah membeli bahan-bahannya juga
14340,Cuma pas wes tutuk rasane awak dewe moro dadi males dan malah kelesetan nang kasur sambil dolen hp,"Tapi setelah sampai, rasanya aku malah malas dan malah kebablasan di kasur sambil main hp"
14341,Pas aku takon sido ta gak jare kapan-kapan ae,"Ketika aku tanya, “Sudah jadi belum?” jawabnya, “Kapan-kapan saja”"
14342,Akhire awak dewe nyalakno TV dan ndelok opo sing lagi tayang,Akhirnya kita nyalakan TV dan melihat apa yang sedang tayang
14343,Aku gak ndelok iku saluran TV sing endi cuma lagi nayangno pertandingan basket,"Aku tidak melihat saluran TV mana, cuma lagi menayangkan pertandingan basket"
14344,Nek didelok teko lambange sih tulisane NBL,"Jika dilihat dari logo-nya, tertulis NBL"
14345,Aku gak eroh blas opo iku NBL tapi tetep tak tonton ae,"Aku tidak tahu apa itu NBL, tapi tetap saja aku tonton"
14346,Opo maneh sing dolen wong londo aku malah mek isok plonga plongo,"Apalagi yang ditonton orang luar negeri, aku malah bisa bengong"
14347,Mbasio ngono aku tetep nikmati pertandingan basket sing lumayan seru iki,"Meskipun begitu, aku tetap menikmati pertandingan basket yang cukup seru ini"
14348,Yen awak dhewe duwe teras utowo taman neng samping omahe dhewe awak dhewe kudu sering ngerisik panggon kui,"Jika kamu punya teras atau taman di samping rumah, kamu harus sering merawat tempat itu"
14349,Opo meneh yen tamane kui ombo lan akeh wit-witane,Apa lagi kalau taman itu luas dan banyak pohonnya
14350,Mesthi sampah godhong kui bakal terus ono,Pasti sampah daun itu akan terus ada
14351,Sak ben dinone yen sampahe kui ora diresike bakal tambah numpuk,Seharian kalau sampah itu tidak dibersihkan akan semakin menumpuk
14352,Maknane kui awak dhewe kudu sergep nyaponi tamane dhewe sak ben dino,Artinya kita harus rajin membersihkan taman kita setiap hari
14353,Teras dhewe kui bagian seko omahe dhewe sing paling ketok seko jobo,Teras kita itu bagian dari rumah kita yang paling terlihat dari luar
14354,Yen terase reged mungkin tonggo-tonggone dhewe bakal mikir jero omahe dhewe luwih reged,Kalau terasnya kotor mungkin tetangga kita berpikir rumah kita lebih kotor
14355,Sing parahe meneh mungkin tonggone dhewe ngiro yen omahe dhewe wis ora ono sing nempati,Apalagi yang parah mungkin tetangga kita mengira rumah kita sudah tidak ada yang menempati
14356,Iki alesane kenopo awak dhewe kudu sregep nyaponi teras,Ini alasan kenapa kita harus rajin membersihkan teras
14357,Biasane arek kuliah iku luwe milih tuku panganan nang njobo timbangane masak dewe nang kos,Biasanya anak kuliah itu lebih memilih beli makanan di luar daripada masak sendiri di kos
14358,Onok sing mergo kulkase kebak dapur kosan sing rusuh gak gelem masak bareng wong liyo wes akeh lah pokoke,"Ada yang karena kulkasnya penuh, dapur kosannya berantakan, malas masak bareng orang lain sudah banyak pokoknya"
14359,Paling mentok-mentok o nek masak dewe iku mek masak mie,Paling mentok-mentok kalau masak sendiri ya masak mie
14360,Nah aku nduwe cara masak mie nganggo magic jar,Nah saya punya cara masak mie pakai magic jar
14361,Pertama isi banyu nang wadahe secukupe terus cetek tombole dadi cook,Pertama isi air di wadahnya secukupnya lalu tekan tombolnya sampai mode cook
14362,Entenono sampe banyune umep terus masaken mie ne koyok biasane,Tunggu sampai airnya mendidih lalu masukkan mie seperti biasa
14363,Ancen luwe suwe masak mie nang magic jar tapi awakmu dadi gak repot ngantri nang dapur kos nek mek kate masak mie,"Memang lama memasak mie pakai magic jar, tapi kamu jadi tidak repot antri di dapur kos kalau masak mie"
14364,Ayo cobaen caraku iku mau rek gampang pol,Ayo coba caraku itu mudah banget
14365,Gunung Pegat Bukit Pertapan Candi Mleri hayo sapa sing tau krungu telung wewengkon iku mau,"Gunung Pegat, Bukit Pertapan, Candi Mleri, ayo siapa yang pernah dengar tiga daerah itu"
14366,Telung panggon sing wis kasebut ing ndhuwur iku mapan ing antarane Kecamatan Srengat lan Kecamatan Ponggok Kabupaten Blitar,"Tiga tempat yang disebutkan di atas terletak di antara Kecamatan Srengat dan Kecamatan Ponggok, Kabupaten Blitar"
14367,Akeh mitos kang diwedeni dene masarakat kiwa tengen kana,Banyak mitos yang dipercaya oleh masyarakat sekitar
14368,Masarakat sekitaran kana nek wis ngerti lan mercayani upamane ana wong yang-yangan apa arepe temu manten lewat kana bakal pedhot pepisahan katresnane,Masyarakat sekitar sana kalau sudah tahu dan percaya misalnya ada orang yang lewat tempat itu akan terputus jalinan kasihnya
14369,Waduh apa ya ora medeni ta,"Wah, apa tidak menakutkan ya"
14370,Kamangka kuwi cerita kang nyebar amung sarana gethok tular iki janjane dadi salah sijine cara kanggo njaga lingkungan kiwa tengen kana,"Padahal itu cerita yang menyebar hanya melalui cerita dari mulut ke mulut, tujuannya menjadi salah satu cara untuk menjaga lingkungan sekitar"
14371,Anane mitos nggawe masarakat kang manggon ing papan sekitaran gunung dadi wedi,Adanya mitos membuat masyarakat yang tinggal di sekitar gunung menjadi takut
14372,Mula ta nek padha dolan menyang panggon anyar kudu ngormati lan njaga ora kok malah srunthalsrunthul tumindak ala,"Maka dari itu kalau pergi ke tempat baru harus menghormati dan menjaga, jangan malah berperilaku buruk"
14373,Salah siji undang-undang sing kerep dipermasalahke kui UU ITE utowo Undangundang Informasi lan Transaksi Elektronik,Salah satu undang-undang yang sering dipermasalahkan adalah UU ITE atau Undang-undang Informasi dan Transaksi Elektronik
14374,Jarene udangundang iki karet,Katanya undang-undang ini lentur
14375,Kabeh wong iso dipidane utowo dituntut nganggo pasal iki,Semua orang bisa dipidana atau dituntut menggunakan pasal ini
14376,Akeh pasal-pasal neng kono sing ora cetho dadi intepretasine kui iso bebas banget,Banyak pasal-pasal di sana yang tidak jelas sehingga interpretasinya bisa sangat bebas
14377,Akeh sing percoyo yen penafsiran sing bebas dadi iso gawe untung salah siji pihak wae,Banyak yang percaya bahwa interpretasi yang bebas bisa menguntungkan salah satu pihak saja
14378,Senadyan akeh sing ora seneng nanging undang-undang iki akeh manfaate kanggo awak dhewe,"Meskipun banyak yang tidak suka, tetapi undang-undang ini banyak manfaatnya bagi kita sendiri"
14379,Awak dhewe saiki urip opo-opo wes dadi digital,Kita sekarang hidup apa-apa sudah digital
14380,Salah sijine awak dhewe kerep bayar utowo tuku barang liwat internet utowo aplikasi tertentu,Salah satunya kita sering bayar atau beli barang lewat internet atau aplikasi tertentu
14381,Yen misale ora ono undang-undang iki awak dhewe ora iso nuntut opo-opo yen diapusi,Kalau misalnya tidak ada undang-undang ini kita tidak bisa menuntut apa-apa jika ditipu
14382,Undangundang iki tetep penting senadyan ono bagian sing kudu dibenake,Undang-undang ini tetap penting meskipun ada bagian yang perlu diperbaiki
14383,Salah sijine objek wisata sing apik nanging kurang terkenal kuwi Puncak Becici ning Bantul,Salah satu objek wisata yang bagus tetapi kurang terkenal adalah Puncak Becici di Bantul
14384,Puncak Becici iki bisa diarani kembarane alas pinus Mangunan amarga isih dibangun sak komplek nanging rada adoh,Puncak Becici ini bisa disebut kembaran hutan pinus Mangunan karena masih dibangun satu kompleks tapi agak jauh
14385,Ning Becici ana penginepan panggon kemah panggung dolanan anak pendopo lan akeh panggon liyane,"Di Becici ada penginapan, tempat kemah, panggung bermain anak, pendopo, dan banyak tempat lainnya"
14386,Yen wayah isu akeh kabut kang nutupi nanging isih katon asri lan saka ndhuwur bisa ndelok Kutha Jogja lan kelapkelipe lampu wayah bengi,"Kalau sore banyak kabut yang menutupi, tapi masih terlihat asri dan dari atas bisa melihat Kota Jogja dan kilauan lampu malam hari"
14387,Puncak Becici iki ora segedhe Mangunan nanging resik lan rapi,"Puncak Becici ini tidak sebesar Mangunan, tapi bersih dan rapi"
14388,Yen pengen mlaku-mlaku ning panggonan semialami nanging ora rame ya Puncak Becici iki bisa dadi pilihan sing pas kanggo keluarga dulur kanca lan kena digawe wahana ngakrabake organisasi,"Kalau ingin jalan-jalan di tempat semi-alami tapi tidak ramai, Puncak Becici ini bisa jadi pilihan tepat untuk keluarga, saudara, teman, dan bisa digunakan untuk kegiatan organisasi"
14389,Jajan sing paling enak nag jareku yo onde-onde sing isene kacang ijo mari ngunu diwei wijen,"Jajanan yang paling enak menurut saya ya onde-onde yang isinya kacang hijau, setelah itu diberi wijen"
14390,Iku nag onde-ondene cilik-cilik tambah enak soale langsung diceplus,Itu kalau onde-ondenya kecil-kecil tambah enak soalnya langsung digoreng
14391,Tapi nag onde-onde iku maeng iku gede-gede yo ora enak,Tapi kalau onde-onde itu besar-besar ya tidak enak
14392,Terus kadang yo ono onde-onde iku sing isine parutan klopo tambah ora enak blas,"Terus kadang ada juga onde-onde yang isinya parutan kelapa, tambah tidak enak sama sekali"
14393,Mangkane aku saiki nag ono sing dodol onde-onde mesti takok sing dodol disek iku isine opo,Makanya saya sekarang kalau ada yang jual onde-onde pasti tanya dulu yang jual itu isinya apa
14394,Klopo opo kacang ijo,Kelapa atau kacang hijau
14395,Nag isine klopo jelas tak tinggal mireh ora sido tuku soale aku ora seneng sing isine klopo,Kalau isinya kelapa jelas saya tinggal beli karena saya tidak suka yang isinya kelapa
14396,Terus kadang ono sing ora dike i wijen,Terus kadang ada yang tidak diberi wijen
14397,Iku sing garai aku ora seneng blas terus tambah ono isine klopo terus ora ono wijene tambah emoh,"Itu yang membuat saya tidak suka sama sekali, tambah ada isinya kelapa, terus tidak ada wijennya, saya jadi malas"
14398,Soale jariku iku ora enak blas,Karena rasanya tidak enak sama sekali
14399,Bulan April dadi bulan sing cocok kanggo dolan ing daerah pegunungan,Bulan April jadi bulan yang cocok untuk jalan-jalan di daerah pegunungan
14400,Ing Bulan April wis mlebu manga ketiga utawa mangsa panas,Di Bulan April sudah masuk manga ketiga atau musim panas
14401,Udan uga wis arang ing wulan iki,Hujan juga jarang di bulan ini
14402,Wulan lan adhike wis duwe rencana kanggo dolan ing Air Terjun Ndlundung sing ana ing Pacet,Wulan dan adiknya sudah punya rencana untuk jalan-jalan ke Air Terjun Ndlundung yang ada di Pacet
14403,Bener wae nalika tekan ing air terjun iki srengengene wis ana ing dhuwur ndas dadi panas banget senajan hawane isih adem,"Benar saja ketika sampai di air terjun ini, sinar matahari sudah ada di atas kepala jadi panas sekali meskipun udaranya masih sejuk"
14404,Wulan markir montore ana ing ndisor lan siap kanggo munggah ning Air Terjun Ndlundung,Wulan parkir mobilnya di bawah dan siap untuk naik ke Air Terjun Ndlundung
14405,Sawise tekan Wulan langsung dulinan banyu ning ndisore air terjun iku lan ngerasakne banyune sing adhem banget,"Setelah sampai, Wulan langsung bermain air di bawah air terjun itu dan merasakan airnya yang sangat dingin"
14406,Para wisatawan sing dolan ing Air Terjun Ndlundung iki uga padha dolanan banyu amarga wis padha kepanasan nalika munggah,Para wisatawan yang berkunjung ke Air Terjun Ndlundung ini juga bermain air karena sudah kepanasan saat mendaki
14407,Gim sing saiki ditawarke karo Facebook ora ono sing menarik koyo disik,Game yang sekarang ditawarkan oleh Facebook tidak ada yang menarik seperti dulu
14408,Pas jamanku SD biyen alesanku buku Facebook kui kanggo dolanke gim sing ono neng kono,Waktu saya SD dulu alasan saya buka Facebook itu untuk main game yang ada di sana
14409,Disik kui aku seneng dolanan Pet Society Restaurant City lan Crazy Planet,"Dulu aku suka bermain Pet Society, Restaurant City, dan Crazy Planet."
14410,Saiki gime kui ora ono,Sekarang game itu tidak ada.
14411,Sebenere ket taun 2013 tak mat-matke kui gime wis ora begitu apik,Sebenarnya sejak tahun 2013 aku sudah berhenti karena game itu sudah tidak begitu bagus.
14412,Nanging isih ono beberapa gim sing tak dolanke,Namun masih ada beberapa game yang aku mainkan.
14413,Sing saiki gim sing ono neng Facebook ora bedo adoh karo sing disediake neng Play Store,Game yang sekarang ada di Facebook tidak jauh berbeda dengan yang tersedia di Play Store.
14414,Sing marake luwih parahe meneh kui gime kui sing menurutku elek sing one neng Play Store,Yang membuat lebih parah lagi adalah game yang menurutku buruk yang ada di Play Store.
14415,Mungkin sebenere dudu ora apik nanging dudu jenis gim sing tak senengi wae,"Mungkin sebenarnya tidak jelek, tapi itu bukan jenis game yang aku suka."
14416,Biyen guruku iku mesti ngandani aku nag kancanan ambek wong utowo bocah sing sak kelas iku kudu sing apik ojo sampek gelakno wong sing ono nang pinggire soale iso dadekno perkoro sing elek,"Dulu guruku selalu menasihati aku agar berteman dengan orang atau teman sekelas yang baik, jangan sampai mengejek orang di sekitarnya karena bisa menyebabkan masalah."
14417,Nah anjuran iku maeng sampek saiki tak titeni ambek tak lakoni dadi saiki aku yo duwe konco akehe pol,"Nah, nasihat itu hingga sekarang aku perhatikan dan lakukan, sehingga sekarang aku memiliki banyak teman."
14418,Nah konco sing ngeneki maeng iku ora apik nag didadekno konco soale bakal ngerugekno wong ambek marakno perkoro gedeh,"Nah, teman yang seperti itu sebenarnya tidak baik dijadikan teman karena akan merugikan orang lain dan menyebabkan masalah besar."
14419,Pas SMA aku tau delok foto neng internet,Waktu SMA aku pernah lihat foto di internet.
14420,Foto kui ketoke dijupuk pas demo neng Amerika,Foto itu sepertinya diambil saat demo di Amerika.
14421,Ono wong gowo spanduk sing tulisan dukung urip,Ada orang yang membawa spanduk bertuliskan dukung hidup.
14422,Aku bingung karo tulisane kui,Aku bingung dengan tulisannya itu.
14423,Neng batinku aku mikir yo iyolah wong dukung urip kabeh wong kui kan pengen urip sing suwe,"Dalam hatiku aku berpikir, ya tentu saja, orang mendukung hidup, semua orang kan ingin hidup lama."
14424,Awakku sing durung ngerti opo-opo pikirane isih cethek ngono kui,"Aku yang belum paham apapun, pikiranku masih sempit seperti itu."
14425,Aku lagi ngerti maksud seko spanduke kui pas wis kuliah sekitar 3 taun bar aku delok foto demo mau,"Aku baru mengerti maksud dari spanduk itu setelah kuliah sekitar 3 tahun, baru aku lihat foto demo itu."
14426,Aku lagi sadar kui maksude wong sing demo mau ngedukung aborsi,Aku baru sadar bahwa maksud orang yang demo itu mendukung aborsi.
14427,Dheweke demo supoyo aborsi kui dilegalke neng negoro bagiane,Mereka demo supaya aborsi itu dilegalkan di bagian negara mereka.
14428,Menurut wong-wong kui aborsi kudu legal mergo awake sing diduweni wantio kui sepenuhe hake dheweke,"Menurut orang-orang itu, aborsi harus legal karena tubuh yang dimiliki wanita adalah hak mereka."
14429,Jumbol polahe delok begejel iku asline metu teko perkoro sing iso dadekno wong maeng wedi,Terlihat jelas perilaku tersebut sebenarnya muncul dari masalah yang bisa membuat orang merasa takut.
14430,Nah kedadean maeng asline iku ora kekiro ambek pikirane menungso nag bakal ono perkoro maeng nah sing koyok ngunuku maeng sing garai ngetokno roso jumbul nang menungso,"Nah kejadian seperti itu sebenarnya tidak terduga dengan pemikiran manusia, dan akan ada masalah seperti itu yang menonjolkan rasa takut pada manusia."
14431,Opo maneh sing diwasi iku demit ambek begejel yo tambah ora jumbul tok sing metu tapi yo wedi barang yo metu soale iku wes ancene sifate menungso sing ancene gawan kat asline,"Apalagi yang lebih menakutkan itu adalah hantu atau kejadian aneh lainnya, semakin tidak jelas yang muncul, tetapi tetap menakutkan karena itu sudah sifat manusia yang memang membawa ketakutan."
14432,Mangkane nag ono wong sing moro-moro masi setan iku terus meneg sampek ora iku ngomong yo polahe jumbule kenemenen mangkane sampek ketingginggen terus ora iso obah kadang sampek ono sing angkles barang yo ono,"Maka dari itu, ada orang yang merasa ketakutan atau seperti dihantui, terus tidak bisa bergerak, terkadang sampai ada yang terkena benda itu."
14433,Senen polahe menang undian biasane iso dadekno wong iku maeng polahe ora karuan opo maneh nag hadiane gedene megilan,"Seringkali pola orang yang menang undian bisa membuat orang jadi tidak karuan, apalagi kalau hadiahnya besar banget."
14434,Isoiso tambah ora karuan tingkahe,Bisa-bisa tingkahnya semakin tidak karuan.
14435,Roso seneng sing polaher perkoro ngene iku asline kudu diempet ojo sampek dibar-barno engko tambah dadi ora karuan,"Rasa senang yang berlebihan seperti itu sebenarnya harus ditekan, jangan sampai dibar-bar agar tidak menjadi tidak karuan."
14436,Opo maneh nag undian maeng akeh persertai iso ae dadekno roso iri nang perserta liyane sing menang tapi ora podo hadiahe,"Apalagi jika dalam undian banyak pesertanya bisa menimbulkan rasa iri pada peserta lain yang menang, tetapi hadiahnya tidak sama."
14437,Mangkane nak iso kudu disimpen ae oj sampek diumbar-umbar ora karuan,"Maka dari itu, jika bisa, sebaiknya disimpan saja, jangan sampai diumbar-umbar, agar tidak menjadi tidak karuan."
14438,Ancene mujudno roso seneng iku yo apik ae minongko gantine roso syukur polahe nerimo rejeki tapi nag kebangeten roso seneng maeng yo maleh dadi ora apik,"Sebenarnya menunjukkan rasa senang itu bagus, sebagai gantinya rasa syukur dalam menerima rezeki, tetapi jika berlebihan, rasa senangnya malah menjadi tidak baik."
14439,Njaga keamanan kampung kuwi bagian sing penting ning urip tangganan,Menjaga keamanan kampung itu bagian yang penting dalam kehidupan tetangga
14440,Iki bentuk waspada apa maneh yen ning kampung kuwi akeh bocah cilik lan uga wong wedhok sing manggoni,Ini bentuk kewaspadaan apalagi jika di kampung itu banyak anak kecil dan juga wanita yang tinggal
